name,input_cov,config_cov,api_cov,op_type_cov,op_num_cov,edge_cov,out_diversity
4.0,0.09236947791164658,0.012702893436838392,0.005917159763313609,0.2916666666666667,0.3625866050808314,0.3587962962962963,7.0
6.0,0.10240963855421686,0.012702893436838392,0.007232084155161078,0.2916666666666667,0.371824480369515,0.3680555555555556,7.0
8.0,0.14056224899598393,0.016231474947071278,0.013149243918474688,0.5833333333333334,0.3856812933025404,0.3819444444444444,14.0
10.0,0.09437751004016064,0.012702893436838392,0.007232084155161078,0.2916666666666667,0.3625866050808314,0.3587962962962963,7.0
12.0,0.12650602409638553,0.015525758645024701,0.012491781722550954,0.5416666666666666,0.3741339491916859,0.37037037037037035,13.0
14.0,0.13654618473895583,0.015525758645024701,0.011834319526627219,0.5416666666666666,0.3787528868360277,0.375,13.0
16.0,0.13654618473895583,0.015525758645024701,0.011834319526627219,0.5416666666666666,0.3787528868360277,0.375,13.0
18.0,0.09236947791164658,0.012702893436838392,0.005917159763313609,0.2916666666666667,0.3625866050808314,0.3587962962962963,7.0
20.0,0.09437751004016064,0.012702893436838392,0.007232084155161078,0.2916666666666667,0.3625866050808314,0.3587962962962963,7.0
22.0,0.12248995983935743,0.014114326040931546,0.009861932938856016,0.5,0.3741339491916859,0.37037037037037035,12.0
24.0,0.10642570281124498,0.014114326040931546,0.007889546351084813,0.3333333333333333,0.3672055427251732,0.36342592592592593,8.0
26.0,0.13654618473895583,0.014114326040931546,0.011176857330703484,0.5416666666666666,0.3856812933025404,0.3819444444444444,13.0
28.0,0.10642570281124498,0.014114326040931546,0.008547008547008548,0.3333333333333333,0.3695150115473441,0.36574074074074076,8.0
30.0,0.10040160642570281,0.012702893436838392,0.006574621959237344,0.2916666666666667,0.3695150115473441,0.36574074074074076,7.0
32.0,0.10642570281124498,0.014114326040931546,0.007889546351084813,0.3333333333333333,0.3672055427251732,0.36342592592592593,8.0
34.0,0.13453815261044177,0.015525758645024701,0.011176857330703484,0.5416666666666666,0.37644341801385683,0.3726851851851852,13.0
36.0,0.15261044176706828,0.016231474947071278,0.014464168310322156,0.5833333333333334,0.3995381062355658,0.3958333333333333,14.0
38.0,0.15261044176706828,0.016231474947071278,0.014464168310322156,0.5833333333333334,0.3995381062355658,0.3958333333333333,14.0
40.0,0.1144578313253012,0.012702893436838392,0.007232084155161078,0.2916666666666667,0.3787528868360277,0.375,7.0
42.0,0.12248995983935743,0.014114326040931546,0.01051939513477975,0.5,0.3741339491916859,0.37037037037037035,12.0
44.0,0.12248995983935743,0.014114326040931546,0.01051939513477975,0.5,0.3741339491916859,0.37037037037037035,12.0
46.0,0.1144578313253012,0.012702893436838392,0.007889546351084813,0.2916666666666667,0.394919168591224,0.3912037037037037,7.0
48.0,0.10642570281124498,0.012702893436838392,0.007232084155161078,0.2916666666666667,0.371824480369515,0.3680555555555556,7.0
50.0,0.142570281124498,0.015525758645024701,0.013149243918474688,0.5416666666666666,0.3833718244803695,0.37962962962962965,13.0
52.0,0.1285140562248996,0.014114326040931546,0.011176857330703484,0.5416666666666666,0.3856812933025404,0.3819444444444444,13.0
54.0,0.10040160642570281,0.012702893436838392,0.007232084155161078,0.2916666666666667,0.3672055427251732,0.36342592592592593,7.0
56.0,0.12650602409638553,0.015525758645024701,0.011834319526627219,0.5416666666666666,0.3741339491916859,0.37037037037037035,13.0
58.0,0.13855421686746988,0.015525758645024701,0.011834319526627219,0.5416666666666666,0.3787528868360277,0.375,13.0
60.0,0.10642570281124498,0.012702893436838392,0.007889546351084813,0.2916666666666667,0.371824480369515,0.3680555555555556,7.0
62.0,0.14457831325301204,0.015525758645024701,0.014464168310322156,0.5416666666666666,0.3833718244803695,0.37962962962962965,13.0
64.0,0.10642570281124498,0.012702893436838392,0.007232084155161078,0.2916666666666667,0.371824480369515,0.3680555555555556,7.0
66.0,0.10642570281124498,0.012702893436838392,0.007889546351084813,0.2916666666666667,0.3695150115473441,0.36574074074074076,7.0
68.0,0.14056224899598393,0.015525758645024701,0.013806706114398421,0.5833333333333334,0.3856812933025404,0.3819444444444444,14.0
70.0,0.12248995983935743,0.014114326040931546,0.01051939513477975,0.5,0.3741339491916859,0.37037037037037035,12.0
72.0,0.09839357429718876,0.012702893436838392,0.005917159763313609,0.2916666666666667,0.3648960739030023,0.3611111111111111,7.0
74.0,0.13453815261044177,0.014114326040931546,0.01051939513477975,0.5,0.3810623556581986,0.3773148148148148,12.0
76.0,0.13453815261044177,0.014114326040931546,0.01051939513477975,0.5,0.3810623556581986,0.3773148148148148,12.0
78.0,0.13453815261044177,0.014820042342978124,0.011176857330703484,0.5416666666666666,0.37644341801385683,0.3726851851851852,13.0
80.0,0.14457831325301204,0.014114326040931546,0.01051939513477975,0.4583333333333333,0.39260969976905313,0.3888888888888889,11.0
82.0,0.13855421686746988,0.015525758645024701,0.011834319526627219,0.5416666666666666,0.3787528868360277,0.375,13.0
84.0,0.12650602409638553,0.015525758645024701,0.011834319526627219,0.5416666666666666,0.3741339491916859,0.37037037037037035,13.0
86.0,0.1646586345381526,0.015525758645024701,0.013149243918474688,0.625,0.39260969976905313,0.3888888888888889,15.0
88.0,0.1646586345381526,0.015525758645024701,0.013149243918474688,0.625,0.39260969976905313,0.3888888888888889,15.0
90.0,0.13253012048192772,0.015525758645024701,0.014464168310322156,0.5833333333333334,0.3856812933025404,0.3819444444444444,14.0
92.0,0.09236947791164658,0.012702893436838392,0.005917159763313609,0.2916666666666667,0.3625866050808314,0.3587962962962963,7.0
94.0,0.09236947791164658,0.012702893436838392,0.005917159763313609,0.2916666666666667,0.3625866050808314,0.3587962962962963,7.0
96.0,0.12650602409638553,0.015525758645024701,0.012491781722550954,0.5416666666666666,0.3856812933025404,0.3819444444444444,13.0
98.0,0.11847389558232932,0.012702893436838392,0.007889546351084813,0.2916666666666667,0.3972286374133949,0.39351851851851855,7.0
