name,input_cov,config_cov,api_cov,op_type_cov,op_num_cov,edge_cov,out_diversity
2.0,0.09437751004016064,0.002117148906139732,0.007889546351084813,0.5,0.03695150115473441,0.03009259259259259,12.0
4.0,0.09437751004016064,0.002117148906139732,0.007889546351084813,0.5,0.03695150115473441,0.03009259259259259,12.0
6.0,0.09437751004016064,0.002117148906139732,0.007889546351084813,0.5,0.03695150115473441,0.03009259259259259,12.0
8.0,0.02610441767068273,0.0,0.0019723865877712033,0.125,0.016166281755196306,0.009259259259259259,3.0
10.0,0.02610441767068273,0.0,0.0019723865877712033,0.125,0.016166281755196306,0.009259259259259259,3.0
12.0,0.09839357429718876,0.002117148906139732,0.008547008547008548,0.5,0.03926096997690531,0.032407407407407406,12.0
14.0,0.09839357429718876,0.002117148906139732,0.008547008547008548,0.5,0.03926096997690531,0.032407407407407406,12.0
16.0,0.06224899598393574,0.0,0.0046022353714661405,0.2916666666666667,0.025404157043879907,0.018518518518518517,7.0
18.0,0.11044176706827309,0.002117148906139732,0.009861932938856016,0.5,0.04387990762124711,0.037037037037037035,12.0
20.0,0.11044176706827309,0.002117148906139732,0.009861932938856016,0.5,0.04387990762124711,0.037037037037037035,12.0
22.0,0.11044176706827309,0.002117148906139732,0.009861932938856016,0.5,0.04387990762124711,0.037037037037037035,12.0
24.0,0.09839357429718876,0.0035285815102328866,0.008547008547008548,0.5416666666666666,0.03695150115473441,0.03009259259259259,13.0
26.0,0.09839357429718876,0.0035285815102328866,0.008547008547008548,0.5833333333333334,0.03695150115473441,0.03009259259259259,14.0
28.0,0.0642570281124498,0.002117148906139732,0.005917159763313609,0.3333333333333333,0.03002309468822171,0.023148148148148147,8.0
30.0,0.03815261044176707,0.0007057163020465773,0.0026298487836949377,0.16666666666666666,0.018475750577367205,0.011574074074074073,4.0
32.0,0.0783132530120482,0.002117148906139732,0.007889546351084813,0.375,0.03695150115473441,0.04398148148148148,9.0
34.0,0.10040160642570281,0.002117148906139732,0.008547008547008548,0.5,0.04157043879907621,0.034722222222222224,12.0
36.0,0.10040160642570281,0.002117148906139732,0.008547008547008548,0.5,0.04157043879907621,0.034722222222222224,12.0
38.0,0.10040160642570281,0.002117148906139732,0.008547008547008548,0.5,0.04157043879907621,0.034722222222222224,12.0
40.0,0.0642570281124498,0.002117148906139732,0.005917159763313609,0.3333333333333333,0.03002309468822171,0.023148148148148147,8.0
42.0,0.0642570281124498,0.002117148906139732,0.005917159763313609,0.3333333333333333,0.03002309468822171,0.023148148148148147,8.0
44.0,0.11847389558232932,0.002117148906139732,0.009204470742932281,0.5,0.050808314087759814,0.04398148148148148,12.0
46.0,0.07630522088353414,0.002117148906139732,0.006574621959237344,0.4166666666666667,0.03233256351039261,0.02546296296296296,10.0
48.0,0.07630522088353414,0.002117148906139732,0.006574621959237344,0.4166666666666667,0.03233256351039261,0.02546296296296296,10.0
50.0,0.08032128514056225,0.009880028228652082,0.007232084155161078,0.4583333333333333,0.03233256351039261,0.02546296296296296,11.0
52.0,0.07630522088353414,0.007057163020465773,0.006574621959237344,0.4166666666666667,0.03233256351039261,0.02546296296296296,10.0
54.0,0.0642570281124498,0.002117148906139732,0.005917159763313609,0.3333333333333333,0.03002309468822171,0.023148148148148147,8.0
56.0,0.10441767068273092,0.002117148906139732,0.008547008547008548,0.5416666666666666,0.03926096997690531,0.032407407407407406,13.0
58.0,0.0963855421686747,0.002117148906139732,0.008547008547008548,0.5416666666666666,0.03464203233256351,0.03009259259259259,13.0
60.0,0.06224899598393574,0.002117148906139732,0.005917159763313609,0.375,0.02771362586605081,0.020833333333333332,9.0
62.0,0.06224899598393574,0.002117148906139732,0.005917159763313609,0.375,0.02771362586605081,0.020833333333333332,9.0
64.0,0.09036144578313253,0.0014114326040931546,0.007232084155161078,0.4583333333333333,0.03464203233256351,0.027777777777777776,11.0
66.0,0.10240963855421686,0.0035285815102328866,0.009204470742932281,0.5416666666666666,0.03926096997690531,0.032407407407407406,13.0
68.0,0.030120481927710843,0.0,0.0026298487836949377,0.16666666666666666,0.016166281755196306,0.009259259259259259,4.0
70.0,0.030120481927710843,0.0,0.0026298487836949377,0.16666666666666666,0.016166281755196306,0.009259259259259259,4.0
72.0,0.030120481927710843,0.0,0.0026298487836949377,0.16666666666666666,0.016166281755196306,0.009259259259259259,4.0
74.0,0.030120481927710843,0.0,0.0026298487836949377,0.16666666666666666,0.016166281755196306,0.009259259259259259,4.0
76.0,0.030120481927710843,0.0,0.0026298487836949377,0.16666666666666666,0.016166281755196306,0.009259259259259259,4.0
78.0,0.10240963855421686,0.0035285815102328866,0.009861932938856016,0.5416666666666666,0.046189376443418015,0.03935185185185185,13.0
80.0,0.1144578313253012,0.002117148906139732,0.009204470742932281,0.5,0.04849884526558892,0.041666666666666664,12.0
82.0,0.0642570281124498,0.002117148906139732,0.007232084155161078,0.375,0.03926096997690531,0.032407407407407406,9.0
84.0,0.06224899598393574,0.002117148906139732,0.005917159763313609,0.375,0.02771362586605081,0.020833333333333332,9.0
86.0,0.06224899598393574,0.002117148906139732,0.005917159763313609,0.375,0.02771362586605081,0.020833333333333332,9.0
88.0,0.06224899598393574,0.002117148906139732,0.005917159763313609,0.375,0.02771362586605081,0.020833333333333332,9.0
90.0,0.03815261044176707,0.0,0.0026298487836949377,0.16666666666666666,0.018475750577367205,0.011574074074074073,4.0
92.0,0.13052208835341367,0.0077628793225123505,0.011834319526627219,0.5833333333333334,0.04849884526558892,0.041666666666666664,14.0
94.0,0.13052208835341367,0.0077628793225123505,0.011834319526627219,0.5833333333333334,0.04849884526558892,0.041666666666666664,14.0
96.0,0.10240963855421686,0.0035285815102328866,0.009204470742932281,0.5416666666666666,0.03926096997690531,0.032407407407407406,13.0
98.0,0.10240963855421686,0.002117148906139732,0.008547008547008548,0.5416666666666666,0.03695150115473441,0.03009259259259259,13.0
