name,input_cov,config_cov,api_cov,op_type_cov,op_num_cov,edge_cov,out_diversity
2.0,0.15461847389558234,0.014114326040931546,0.013149243918474688,0.5,0.6073903002309469,0.6064814814814815,12.0
4.0,0.17670682730923695,0.014114326040931546,0.015121630506245891,0.5,0.628175519630485,0.6273148148148148,12.0
6.0,0.18674698795180722,0.015525758645024701,0.017094017094017096,0.5416666666666666,0.6327944572748267,0.6319444444444444,13.0
8.0,0.19477911646586346,0.015525758645024701,0.018408941485864562,0.5416666666666666,0.6420323325635104,0.6412037037037037,13.0
10.0,0.19879518072289157,0.015525758645024701,0.0190664036817883,0.5416666666666666,0.6420323325635104,0.6412037037037037,13.0
12.0,0.19879518072289157,0.015525758645024701,0.01972386587771203,0.5416666666666666,0.648960739030023,0.6481481481481481,13.0
14.0,0.21084337349397592,0.015525758645024701,0.021696252465483234,0.5833333333333334,0.6697459584295612,0.6689814814814815,14.0
16.0,0.21285140562248997,0.015525758645024701,0.021696252465483234,0.5833333333333334,0.6720554272517321,0.6712962962962963,14.0
18.0,0.2248995983935743,0.015525758645024701,0.023011176857330704,0.625,0.6882217090069284,0.6875,15.0
20.0,0.2289156626506024,0.015525758645024701,0.023011176857330704,0.625,0.6974595842956121,0.6967592592592593,15.0
22.0,0.23694779116465864,0.015525758645024701,0.024326101249178174,0.6666666666666666,0.6997690531177829,0.6990740740740741,16.0
24.0,0.2429718875502008,0.015525758645024701,0.024983563445101907,0.7083333333333334,0.7066974595842956,0.7060185185185185,17.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.2429718875502008,0.015525758645024701,0.024983563445101907,0.7083333333333334,0.7066974595842956,0.7060185185185185,17.0
30.0,0.2429718875502008,0.015525758645024701,0.024983563445101907,0.7083333333333334,0.7066974595842956,0.7060185185185185,17.0
32.0,0.25502008032128515,0.015525758645024701,0.02695595003287311,0.75,0.7321016166281755,0.7314814814814815,18.0
34.0,0.25502008032128515,0.015525758645024701,0.02695595003287311,0.75,0.7413394919168591,0.7407407407407407,18.0
36.0,0.27309236947791166,0.016231474947071278,0.02827087442472058,0.7916666666666666,0.7736720554272517,0.7731481481481481,19.0
38.0,0.27309236947791166,0.016231474947071278,0.02827087442472058,0.7916666666666666,0.7806004618937644,0.7800925925925926,19.0
40.0,0.27309236947791166,0.016231474947071278,0.02827087442472058,0.7916666666666666,0.7875288683602771,0.7870370370370371,19.0
42.0,0.2751004016064257,0.016231474947071278,0.02827087442472058,0.7916666666666666,0.8013856812933026,0.8009259259259259,19.0
44.0,0.2751004016064257,0.016231474947071278,0.02827087442472058,0.7916666666666666,0.8060046189376443,0.8055555555555556,19.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.2751004016064257,0.016231474947071278,0.028928336620644313,0.7916666666666666,0.8083140877598153,0.8078703703703703,19.0
